word1,word2,PathSim,WUP,LCH,RES,JNC,Lin
tiger,cat,0.09090909090909091,0.5454545454545454,1.2396908869280152,2.149989385806559,0.06069752762369984,0.20697738113539005
tiger,tiger,1.0,0.75,3.6375861597263857,11.461556240372861,1e+300,1.0
plane,car,0.1111111111111111,0.6666666666666666,1.4403615823901665,5.870960165508497,0.18448391451307966,0.6841635258489551
train,car,0.125,0.6666666666666666,1.55814461804655,5.598231012107192,0.15584647281241334,0.6356918673290911
television,radio,0.3333333333333333,0.9,2.538973871058276,8.168286234814259,0.5156780024458977,0.8938925738859433
media,radio,0.25,0.8235294117647058,2.2512917986064953,6.831377296365345,0.3464806224316378,0.8255980157186219
bread,butter,0.25,0.75,2.2512917986064953,6.8605981706728665,0.1721139485259107,0.7025234295642022
cucumber,potato,0.058823529411764705,0.2,0.8043728156701697,0.7747364230157743,0.04702367759087809,0.06791359704671053
doctor,nurse,0.25,0.8695652173913043,2.2512917986064953,7.236337640309257,0.4165235476816761,0.8577162616719536
professor,doctor,0.14285714285714285,0.5,1.6916760106710724,6.094782431301666,0.23086506060640452,0.7378180177194911
student,professor,0.125,0.5714285714285714,1.55814461804655,2.267668121789111,0.08356426845350119,0.2748326604966415
smart,stupid,0.07142857142857142,0.13333333333333333,0.9985288301111273,-0.0,0.05038471427935793,-0.0
wood,forest,0.09090909090909091,0.2857142857142857,1.2396908869280152,0.6182157796627341,0.0621080971838296,0.07131589211749113
money,cash,0.25,0.8,2.2512917986064953,6.065718059140692,0.26663094995898823,0.7638510975927868
king,queen,0.1,0.5714285714285714,1.3350010667323402,2.149989385806559,0.07238516303714541,0.2373716356406872
king,rook,0.07142857142857142,0.38095238095238093,0.9985288301111273,1.596004591709181,0.07061772414516933,0.18394821169735667
bishop,rabbi,0.2,0.5454545454545454,2.0281482472922856,6.707860415736076,0.12941501110717873,0.6345290600131843
fuck,sex,0.3333333333333333,0.8571428571428571,2.538973871058276,7.108524804741451,0.4590374881025289,0.8671300945917017
football,soccer,0.5,0.96,2.9444389791664407,8.765693650864842,0.5648724699764198,0.9082821077590651
football,basketball,0.16666666666666666,0.782608695652174,1.845826690498331,7.903383192433946,0.17063900393210596,0.7295287675061061
football,tennis,0.16666666666666666,0.782608695652174,1.845826690498331,7.903383192433946,0.347087552634677,0.845829658172482
Arafat,Jackson,0.25,0.5714285714285714,2.2512917986064953,6.505169599125115,0.08666333190291935,0.5299690210715838
physics,chemistry,0.3333333333333333,0.9,2.538973871058276,7.910439051208072,0.23623515378135795,0.7889158697987423
vodka,gin,0.3333333333333333,0.9090909090909091,2.538973871058276,8.679936567918102,0.16926867987087132,0.7460951212330069
vodka,brandy,0.3333333333333333,0.9090909090909091,2.538973871058276,8.679936567918102,0.20922096711380436,0.7841128399944354
drink,eat,0.3333333333333333,0.5,2.159484249353372,4.822720905206508,0.16288562675826337,0.6110619934817493
car,automobile,1.0,1.0,3.6375861597263857,7.724221185877199,1e+300,1.0
gem,jewel,0.125,0.5882352941176471,1.55814461804655,2.519448279922861,0.05980871459091341,0.23157898467865226
journey,voyage,0.25,0.8571428571428571,2.2512917986064953,6.534910041361008,0.2306015078640532,0.7508669964666412
boy,lad,0.3333333333333333,0.6666666666666666,2.538973871058276,6.2178283043216505,0.19662439926146247,0.7097371722132519
coast,shore,0.5,0.9090909090909091,2.9444389791664407,9.518079807282943,1.5954276696857181,0.9681232388977108
asylum,madhouse,0.125,0.631578947368421,1.55814461804655,4.176713793222637,0.06959907912714457,0.3676452668937977
magician,wizard,0.16666666666666666,0.631578947368421,1.845826690498331,2.267668121789111,0.058947172700852216,0.21094902833965562
midday,noon,1.0,1.0,3.6375861597263857,10.603566886709613,1e+300,1.0
furnace,stove,0.07692307692307693,0.45454545454545453,1.072636802264849,2.519448279922861,0.06614741384718018,0.24998686131328893
food,fruit,0.09090909090909091,0.2857142857142857,1.2396908869280152,0.7747364230157743,0.09195576884779326,0.12471342768156099
bird,cock,0.0625,0.21052631578947367,0.8649974374866046,0.7747364230157743,0.07022318341242612,0.09813135004881215
bird,crane,0.1111111111111111,0.6,1.4403615823901665,2.149989385806559,0.06495242559931506,0.21831888530296778
food,rooster,0.0625,0.21052631578947367,0.8649974374866046,0.7747364230157743,0.06341555211008372,0.08946935655348771
money,dollar,0.1111111111111111,0.42857142857142855,1.4403615823901665,2.4564370863231035,0.07463281946288793,0.26828999764266787
money,currency,0.3333333333333333,0.8571428571428571,2.538973871058276,6.065718059140692,0.5551097026419812,0.8707054474359877
tiger,jaguar,0.08333333333333333,0.5217391304347826,1.1526795099383855,2.149989385806559,0.05407599308734432,0.18865784054858342
tiger,feline,0.1,0.5714285714285714,1.3350010667323402,2.149989385806559,0.06275500307317312,0.2125024255389041
tiger,carnivore,0.1111111111111111,0.6,1.4403615823901665,2.149989385806559,0.06743943836316933,0.22479908252048855
tiger,mammal,0.14285714285714285,0.6666666666666666,1.6916760106710724,2.149989385806559,0.0781854997491456,0.2516067941337718
tiger,animal,0.25,0.8,2.2512917986064953,2.149989385806559,0.08263480889967006,0.26217118215877344
tiger,organism,0.3333333333333333,0.8571428571428571,2.538973871058276,2.149989385806559,0.10739331152518221,0.31590672284438165
tiger,fauna,0.1111111111111111,0.2,1.4403615823901665,-0.0,0.04250226806545553,-0.0
psychology,psychiatry,0.14285714285714285,0.7272727272727273,1.6916760106710724,6.552552573395834,0.12505637233802677,0.6210509112122404
psychology,science,0.5,0.9411764705882353,2.9444389791664407,6.552552573395834,0.37641656432404347,0.8314505987227582
psychology,discipline,0.3333333333333333,0.875,2.538973871058276,5.491101069447013,0.2689558225974947,0.7470741032864865
planet,star,0.3333333333333333,0.8571428571428571,2.538973871058276,7.48560731555229,0.523675666792883,0.8868786061432099
planet,moon,0.25,0.8,2.2512917986064953,7.48560731555229,0.2019143978331627,0.7514233367414931
planet,sun,0.25,0.8,2.2512917986064953,7.48560731555229,0.2996589931814501,0.8177264359530144
precedent,example,0.5,0.9230769230769231,2.9444389791664407,7.915280923383585,0.2697882112381464,0.8102790421675062
precedent,antecedent,0.08333333333333333,0.15384615384615385,1.1526795099383855,-0.0,0.05441419202001335,-0.0
cup,tableware,0.3333333333333333,0.8888888888888888,2.538973871058276,7.917148496597182,0.4181235026580363,0.8687783161134081
cup,artifact,0.25,0.7692307692307693,2.2512917986064953,2.519448279922861,0.1283806133312085,0.39279734911203273
cup,object,0.16666666666666666,0.5454545454545454,1.845826690498331,1.2908172739861317,0.11088971259537307,0.22256230727516488
cup,entity,0.125,0.2222222222222222,1.55814461804655,-0.0,0.0,-0.0
jaguar,cat,0.25,0.896551724137931,2.2512917986064953,8.77340701102727,0.3228242126462986,0.8499520541547543
jaguar,car,0.05263157894736842,0.3076923076923077,0.6931471805599453,1.596004591709181,0.06303926567152507,0.1675143555382101
mile,kilometer,0.25,0.8,2.2512917986064953,6.273556655511315,0.13883563400742605,0.6353008940845218
skin,eye,0.125,0.5882352941176471,1.55814461804655,4.865681870913233,0.11565778877171032,0.5295242387696496
Japanese,American,0.25,0.631578947368421,2.2512917986064953,5.684965833731213,0.15957419007053042,0.6446778689115327
century,year,0.3333333333333333,0.8333333333333334,2.538973871058276,3.8552052235649303,0.13144524536213575,0.5033515804724003
announcement,news,0.2,0.6666666666666666,2.0281482472922856,3.939849905976208,0.09617590113979421,0.43111911452202323
doctor,personnel,0.07142857142857142,0.13333333333333333,0.9985288301111273,-0.0,0.07282524207933466,-0.0
Harvard,Yale,0.3333333333333333,0.8888888888888888,2.538973871058276,7.375668609122576,0.10049867081799246,0.5971786040133215
hospital,infrastructure,0.06666666666666667,0.125,0.9295359586241757,-0.0,0.05057263170194463,-0.0
life,death,0.1,0.3076923076923077,1.3350010667323402,0.6182157796627341,0.06447322407329192,0.07383115111248423
travel,activity,0.16666666666666666,0.6666666666666666,1.845826690498331,2.44572327015156,0.2022978313855879,0.49736847957136726
type,kind,0.5,0.9473684210526315,2.9444389791664407,6.316382720653316,0.5266741313001543,0.8693382766918374
street,place,0.1,0.4,1.3350010667323402,1.2908172739861317,0.07589356919066481,0.16383028156206053
street,avenue,0.05263157894736842,0.1,0.6931471805599453,-0.0,0.051053396902886475,-0.0
street,block,0.16666666666666666,0.6666666666666666,1.845826690498331,2.519448279922861,0.10446302744056067,0.34485445626546135
cell,phone,0.09090909090909091,0.375,1.2396908869280152,1.2908172739861317,0.061790904550462086,0.13757530952975713
dividend,payment,0.08333333333333333,0.42105263157894735,1.1526795099383855,4.385478584656212,0.12257082184174593,0.5180870202682659
calculation,computation,1.0,1.0,3.6375861597263857,7.960484982660506,1e+300,1.0
profit,loss,0.1111111111111111,0.5,1.4403615823901665,4.385478584656212,0.12282991856088657,0.51861421466968
dollar,yen,0.08333333333333333,0.26666666666666666,1.1526795099383855,0.6182157796627341,0.04666445915541911,0.05455001539494179
dollar,buck,0.058823529411764705,0.1111111111111111,0.8043728156701697,-0.0,0.042980395001412985,-0.0
phone,equipment,0.3333333333333333,0.875,2.538973871058276,5.61354569018393,0.34535727487734347,0.7949709525515625
liquid,water,0.14285714285714285,0.47058823529411764,1.6916760106710724,3.290587763565432,0.11961000387701469,0.44045752723560416
marathon,sprint,0.09090909090909091,0.5,1.2396908869280152,2.44572327015156,0.0562063367213075,0.21564339099554036
seafood,food,0.16666666666666666,0.5454545454545454,1.845826690498331,2.9630244384775146,0.11850541586106936,0.41254874133833636
seafood,lobster,0.3333333333333333,0.8571428571428571,2.538973871058276,9.178907421712488,0.2918060230837802,0.842691137874938
lobster,food,0.125,0.46153846153846156,1.55814461804655,2.9630244384775146,0.08427889362586402,0.3330847264031454
lobster,wine,0.09090909090909091,0.375,1.2396908869280152,2.9630244384775146,0.06758650328186454,0.28597996332378695
championship,tournament,0.09090909090909091,0.2857142857142857,1.2396908869280152,0.6182157796627341,0.05964161693994547,0.0686782523557408
man,woman,0.3333333333333333,0.6666666666666666,2.538973871058276,4.967560844455084,0.3240045245746036,0.7629783783944974
man,governor,0.16666666666666666,0.631578947368421,1.845826690498331,2.267668121789111,0.08124214260672989,0.26925179913911
murder,manslaughter,0.3333333333333333,0.9166666666666666,2.538973871058276,8.351405539268553,0.3006168637418712,0.8339186781527197
opera,performance,0.09090909090909091,0.2857142857142857,1.2396908869280152,0.6182157796627341,0.05817602470602888,0.06710384799902247
Mexico,Brazil,0.2,0.8,2.0281482472922856,5.269039921467232,0.09055110213639772,0.4882907475784972
glass,metal,0.16666666666666666,0.5454545454545454,1.845826690498331,2.9630244384775146,0.1241214903138892,0.42381378268159037
aluminum,metal,0.5,0.9333333333333333,2.9444389791664407,4.114828688280232,0.17276316861996188,0.587080864397938
rock,jazz,0.07692307692307693,0.14285714285714285,1.072636802264849,-0.0,0.05064884512733985,-0.0
museum,theater,0.14285714285714285,0.625,1.6916760106710724,2.519448279922861,0.0811309253363021,0.29018124640366627
shower,thunderstorm,0.07142857142857142,0.23529411764705882,0.9985288301111273,0.7747364230157743,0.04306374196625047,0.06255223238533286
monk,oracle,0.125,0.5714285714285714,1.55814461804655,2.267668121789111,0.06347184729731553,0.2235218039832471
cup,food,0.1,0.3076923076923077,1.3350010667323402,0.7747364230157743,0.07171086705674073,0.1000023734222774
journal,association,0.1111111111111111,0.3333333333333333,1.4403615823901665,0.6182157796627341,0.06329332022968158,0.07257805542559129
street,children,0.09090909090909091,0.4444444444444444,1.2396908869280152,1.596004591709181,0.07808070587333726,0.19950967098100827
car,flight,0.0625,0.11764705882352941,0.8649974374866046,-0.0,0.052603992374625076,-0.0
space,chemistry,0.09090909090909091,0.2857142857142857,1.2396908869280152,0.6182157796627341,0.05331948586751728,0.061848478735279405
situation,conclusion,0.09090909090909091,0.2857142857142857,1.2396908869280152,0.6182157796627341,0.0710300374225338,0.08073346211920328
word,similarity,0.1111111111111111,0.3333333333333333,1.4403615823901665,0.6182157796627341,0.07261147598547303,0.08238285978381811
peace,plan,0.1,0.3076923076923077,1.3350010667323402,0.6182157796627341,0.06663524773008457,0.07611852391329856
consumer,energy,0.1,0.3076923076923077,1.3350010667323402,0.7747364230157743,0.07955701557469308,0.10974322987792508
ministry,culture,0.125,0.5333333333333333,1.55814461804655,3.3074581234386042,0.07122331151471943,0.3202533032131356
smart,student,0.07142857142857142,0.13333333333333333,0.9985288301111273,-0.0,0.056666154062508155,-0.0
investigation,effort,0.08333333333333333,0.35294117647058826,1.1526795099383855,1.7116030148935375,0.08187528963239109,0.21891841166192105
image,surface,0.08333333333333333,0.15384615384615385,1.1526795099383855,-0.0,0.062173141328347156,-0.0
life,term,0.1,0.3076923076923077,1.3350010667323402,0.6182157796627341,0.05913467555967844,0.06813427489257111
start,match,0.06666666666666667,0.125,0.9295359586241757,-0.0,0.052981821968209754,-0.0
computer,news,0.07142857142857142,0.13333333333333333,0.9985288301111273,-0.0,0.06401743440970162,-0.0
board,recommendation,0.07692307692307693,0.25,1.072636802264849,0.6182157796627341,0.05444339976515634,0.06306995006723011
lad,brother,0.14285714285714285,0.6,1.6916760106710724,2.267668121789111,0.07044992889083279,0.24214528061247853
observation,architecture,0.06666666666666667,0.125,0.9295359586241757,-0.0,0.04540521736602956,-0.0
coast,hill,0.2,0.6666666666666666,2.0281482472922856,6.198726748628537,0.1411172359517492,0.6362967639521871
deployment,departure,0.2,0.7142857142857143,2.0281482472922856,2.44572327015156,0.07481822589973235,0.26791915326043586
benchmark,index,0.25,0.7692307692307693,2.2512917986064953,5.964770752473445,0.08579496195543712,0.5058054417422807
attempt,peace,0.1,0.3076923076923077,1.3350010667323402,0.6182157796627341,0.06715234428730314,0.076663927249756
consumer,confidence,0.07142857142857142,0.13333333333333333,0.9985288301111273,-0.0,0.06227363089048671,-0.0
start,year,0.1,0.3076923076923077,1.3350010667323402,0.6182157796627341,0.06966593270007894,0.07930596718988722
focus,life,0.08333333333333333,0.26666666666666666,1.1526795099383855,0.6182157796627341,0.05557442625807223,0.06429594461693901
development,issue,0.09090909090909091,0.375,1.2396908869280152,1.7116030148935375,0.06638431870788397,0.18516823674036995
theater,history,0.07692307692307693,0.14285714285714285,1.072636802264849,-0.0,0.0551967155097625,-0.0
situation,isolation,0.25,0.7272727272727273,2.2512917986064953,3.294431725085146,0.10682161688591382,0.4130880360311254
profit,warning,0.06666666666666667,0.2222222222222222,0.9295359586241757,0.6182157796627341,0.0642539461252121,0.07359852715126211
media,trading,0.07142857142857142,0.13333333333333333,0.9985288301111273,-0.0,0.062417182615821035,-0.0
chance,credibility,0.14285714285714285,0.5,1.6916760106710724,2.4328092060286024,0.09392443201086612,0.31365841175417986
precedent,information,0.1111111111111111,0.3333333333333333,1.4403615823901665,0.6182157796627341,0.06201911938960241,0.07122099956729742
architecture,century,0.07692307692307693,0.14285714285714285,1.072636802264849,-0.0,0.051756625383280255,-0.0
population,development,0.08333333333333333,0.26666666666666666,1.1526795099383855,0.6182157796627341,0.05836116675892877,0.06730302951088513
stock,live,,,,0.0,0.06255860399216727,0.0
peace,atmosphere,0.2,0.6666666666666666,2.0281482472922856,3.294431725085146,0.09023697159625038,0.3728673900947015
morality,marriage,0.125,0.46153846153846156,1.55814461804655,2.4328092060286024,0.09034083872113742,0.30534525280690034
minority,peace,0.125,0.36363636363636365,1.55814461804655,0.6182157796627341,0.05184432938585281,0.06024043478130712
atmosphere,landscape,0.06666666666666667,0.125,0.9295359586241757,-0.0,0.05387669392235292,-0.0
report,gain,0.1111111111111111,0.3333333333333333,1.4403615823901665,0.6182157796627341,0.06253397576948902,0.07176981239800742
music,project,0.1,0.3076923076923077,1.3350010667323402,0.6182157796627341,0.09228418561642401,0.10241698602221788
seven,series,0.09090909090909091,0.2857142857142857,1.2396908869280152,0.6182157796627341,0.07635533485433377,0.08626411097589742
experience,music,0.1111111111111111,0.3333333333333333,1.4403615823901665,0.6182157796627341,0.0758150727794409,0.08570605072160534
school,center,0.07142857142857142,0.13333333333333333,0.9985288301111273,-0.0,0.07600055160274222,-0.0
five,month,0.1111111111111111,0.42857142857142855,1.4403615823901665,2.4564370863231035,0.13065368826555274,0.39094399398713403
announcement,production,0.1111111111111111,0.3333333333333333,1.4403615823901665,0.6182157796627341,0.0590826249120416,0.06807838555757663
morality,importance,0.2,0.6666666666666666,2.0281482472922856,4.2036781476288745,0.17497422797708903,0.5953171193074879
money,operation,0.1,0.3076923076923077,1.3350010667323402,0.6182157796627341,0.06551911097780488,0.0749390887264795
delay,news,0.1111111111111111,0.3333333333333333,1.4403615823901665,0.6182157796627341,0.0641941516390956,0.07353507308769755
governor,interview,0.0625,0.11764705882352941,0.8649974374866046,-0.0,0.05153044683392821,-0.0
practice,institution,0.1,0.3076923076923077,1.3350010667323402,0.6182157796627341,0.08580300812940704,0.09591406718464311
century,nation,0.09090909090909091,0.2857142857142857,1.2396908869280152,0.6182157796627341,0.06879594805248611,0.07839323650294436
coast,forest,0.09090909090909091,0.16666666666666666,1.2396908869280152,-0.0,0.05272431712281058,-0.0
shore,woodland,0.2,0.6,2.0281482472922856,1.2908172739861317,0.06324706618245898,0.14036233517690977
drink,car,0.058823529411764705,0.1111111111111111,0.8043728156701697,-0.0,0.058133726998469845,-0.0
president,medal,0.0625,0.11764705882352941,0.8649974374866046,-0.0,0.050418931483183785,-0.0
prejudice,recognition,0.08333333333333333,0.26666666666666666,1.1526795099383855,0.6182157796627341,0.05238887949254053,0.06083468141552438
viewer,serial,0.07692307692307693,0.14285714285714285,1.072636802264849,-0.0,0.05205982664480968,-0.0
peace,insurance,0.1,0.3076923076923077,1.3350010667323402,0.6182157796627341,0.0543401626364052,0.06295788447823918
Mars,water,0.08333333333333333,0.26666666666666666,1.1526795099383855,0.7747364230157743,0.050698450719664966,0.07283430994394748
media,gain,0.09090909090909091,0.16666666666666666,1.2396908869280152,-0.0,0.06402850251198126,-0.0
precedent,cognition,0.25,0.7272727272727273,2.2512917986064953,2.744319563367052,0.11264340510827023,0.38205194619592936
announcement,effort,0.1,0.3076923076923077,1.3350010667323402,0.6182157796627341,0.06645863103449985,0.07593209125826109
line,insurance,0.1,0.3076923076923077,1.3350010667323402,0.6182157796627341,0.05599314613740702,0.06474900944677354
crane,implement,0.1,0.47058823529411764,1.3350010667323402,1.596004591709181,0.06406217096879396,0.16977105737435
drink,mother,0.0625,0.11764705882352941,0.8649974374866046,-0.0,0.057523650043037396,-0.0
opera,industry,0.08333333333333333,0.26666666666666666,1.1526795099383855,0.6182157796627341,0.057920224697052845,0.06682851047643133
volunteer,motto,0.07142857142857142,0.13333333333333333,0.9985288301111273,-0.0,0.050713298830256034,-0.0
listing,proximity,0.07692307692307693,0.25,1.072636802264849,0.6182157796627341,0.05465702073515219,0.06330175402120408
precedent,collection,0.125,0.36363636363636365,1.55814461804655,0.6182157796627341,0.06399915478321674,0.0733280815094017
cup,article,0.14285714285714285,0.625,1.6916760106710724,2.519448279922861,0.07894979643883064,0.2846002333501785
sign,recess,0.09090909090909091,0.2857142857142857,1.2396908869280152,0.6182157796627341,0.04558799785350336,0.053358794048161934
problem,airport,0.07142857142857142,0.13333333333333333,0.9985288301111273,-0.0,0.05809955710668193,-0.0
reason,hypertension,0.08333333333333333,0.26666666666666666,1.1526795099383855,0.6182157796627341,0.05911135404864223,0.06810923427048893
direction,combination,0.09090909090909091,0.16666666666666666,1.2396908869280152,-0.0,0.05373127546575468,-0.0
Wednesday,news,0.08333333333333333,0.26666666666666666,1.1526795099383855,0.6182157796627341,0.062220393447536035,0.07143562554630215
glass,magician,0.1111111111111111,0.3333333333333333,1.4403615823901665,0.7747364230157743,0.04874985585318765,0.07023152856454376
cemetery,woodland,0.1111111111111111,0.42857142857142855,1.4403615823901665,1.2908172739861317,0.0597194630787762,0.13357938396045738
possibility,girl,0.07142857142857142,0.13333333333333333,0.9985288301111273,-0.0,0.056295969767371785,-0.0
cup,substance,0.1111111111111111,0.3333333333333333,1.4403615823901665,0.7747364230157743,0.08298823177669695,0.11393707034594429
forest,graveyard,0.07142857142857142,0.13333333333333333,0.9985288301111273,-0.0,0.05188406929099063,-0.0
stock,egg,0.0625,0.11764705882352941,0.8649974374866046,-0.0,0.048297057607151216,-0.0
month,hotel,0.07692307692307693,0.14285714285714285,1.072636802264849,-0.0,0.07551189314954851,-0.0
energy,secretary,0.09090909090909091,0.2857142857142857,1.2396908869280152,0.7747364230157743,0.06697147770068324,0.09401455054050707
precedent,group,0.14285714285714285,0.4,1.6916760106710724,0.6182157796627341,0.07534959063429165,0.08522468696225635
production,hike,0.125,0.5882352941176471,1.55814461804655,2.44572327015156,0.06621581388236691,0.24465087073221387
stock,phone,0.06666666666666667,0.125,0.9295359586241757,-0.0,0.05229256181201359,-0.0
holy,sex,0.1,0.3076923076923077,1.3350010667323402,0.7747364230157743,0.06244341001665562,0.08821881274125168
stock,CD,0.1,0.4,1.3350010667323402,2.715517077450322,0.06054676971045925,0.24745918191170468
drink,ear,0.07142857142857142,0.13333333333333333,0.9985288301111273,-0.0,0.04954969714741698,-0.0
delay,racism,0.08333333333333333,0.26666666666666666,1.1526795099383855,0.6182157796627341,0.053272287063999564,0.061797113317692005
stock,life,0.1,0.3076923076923077,1.3350010667323402,0.6182157796627341,0.05344134996032172,0.061981074737219304
stock,jaguar,0.047619047619047616,0.09090909090909091,0.5930637220029626,-0.0,0.04556847135119536,-0.0
monk,slave,0.2,0.6666666666666666,2.0281482472922856,2.267668121789111,0.07069848642486778,0.24279218108957681
lad,wizard,0.2,0.6666666666666666,2.0281482472922856,2.267668121789111,0.07301224766993215,0.2487614478825981
sugar,approach,0.05263157894736842,0.1,0.6931471805599453,-0.0,0.05067207363289349,-0.0
rooster,voyage,0.041666666666666664,0.08,0.4595323293784402,-0.0,0.04509137021726044,-0.0
noon,string,0.058823529411764705,0.1111111111111111,0.8043728156701697,-0.0,0.0451406650473809,-0.0
chord,smile,0.09090909090909091,0.2857142857142857,1.2396908869280152,0.6182157796627341,0.053797710668598904,0.06236860322816531
professor,cucumber,0.07692307692307693,0.5,1.072636802264849,2.149989385806559,0.056502290728081994,0.19546800735944525
king,cabbage,0.07692307692307693,0.25,1.072636802264849,0.7747364230157743,0.06021908387873289,0.08534452262371367
